timecreated,timemodified,assignmentid,assignmentname,courseid,coursename,userid,assessment_json
2017-03-28,2017-03-28,605,Visual Inspection of Batteries Workorder 3,709,Electrical Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002016 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002016 Skill definition__1740130753066.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002016 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002016 Participant worksheet__1740130484400.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,606,"Removal,inspection,install and adjust the MRV/pilot operated relief valve Workorder 1",710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002146 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002146 Skill definition__1740130711855.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002146 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002146 Participant worksheet__1740130801468.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,607,"Removal,inspection,install and adjust the MRV/pilot operated relief valve Workorder 2",710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002146 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002146 Skill definition__1740130711855.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002146 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002146 Participant worksheet__1740130801468.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,608,"Removal,inspection,install and adjust the MRV/pilot operated relief valve Workorder 3",710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002146 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002146 Skill definition__1740130711855.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002146 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002146 Participant worksheet__1740130801468.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,609,"Removal,Installation of hydraulic components(Motor/Pump/control valve/Cylinders Etc..) Workorder 1",710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002149 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002149 Skill definition__1740130748386.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002149 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002149 Participant worksheet__1740130478038.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,610,"Removal,Installation of hydraulic components(Motor/Pump/control valve/Cylinders Etc..) Workorder 2",710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002149 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002149 Skill definition__1740130748386.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002149 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002149 Participant worksheet__1740130478038.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,611,"Removal,Installation of hydraulic components(Motor/Pump/control valve/Cylinders Etc..) Workorder 3",710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002149 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002149 Skill definition__1740130748386.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002149 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002149 Participant worksheet__1740130478038.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,612,Check and adjust the mechanical control linkage Workorder 1,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002153 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002153 Skill definition__1740130556792.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002153 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002153 Participant worksheet__1740130601445.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,613,Check and adjust the mechanical control linkage Workorder 2,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002153 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002153 Skill definition__1740130556792.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002153 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002153 Participant worksheet__1740130601445.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,614,Perform cycle time test Workorder 1,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002161 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002161 Skill definition__1740130796491.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002161 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002161 Participant worksheet__1740130575909.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,615,Perform cycle time test Workorder 2,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002161 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002161 Skill definition__1740130796491.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002161 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002161 Participant worksheet__1740130575909.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,616,Perform cycle time test Workorder 3,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002161 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002161 Skill definition__1740130796491.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002161 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002161 Participant worksheet__1740130575909.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,617,Perform cylinder drift test Workorder 1,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017658 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017658 Skill definition__1740130528167.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017658 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017658 Participant worksheet__1740130809991.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,618,Perform cylinder drift test Workorder 2,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017658 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017658 Skill definition__1740130528167.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017658 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017658 Participant worksheet__1740130809991.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,619,Perform cylinder drift test Workorder 3,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017658 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017658 Skill definition__1740130528167.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017658 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017658 Participant worksheet__1740130809991.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,620,Perform resealing/replacing of hydraulic lines Workorder 1,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002163 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002163 Skill definition__1740130836784.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002163 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002163 Participant worksheet__1740130493168.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,621,Perform resealing/replacing of hydraulic lines Workorder 2,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002163 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002163 Skill definition__1740130836784.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002163 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002163 Participant worksheet__1740130493168.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,622,Perform resealing/replacing of hydraulic lines Workorder 3,710,Hydraulics Level 0 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002163 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002163 Skill definition__1740130836784.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002163 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002163 Participant worksheet__1740130493168.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,623,Remove/Inspect/Rebuild/Replace Turbocharger Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002370 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002370 Skill definition__1740130594055.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002370 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002370 Participant worksheet__1740130697743.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,626,Perform Blow by Test Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002371 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002371 Skill definition__1740130779945.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002371 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002371 Participant worksheet__1740130718525.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,627,Perform Blow by Test Workorder 2,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002371 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002371 Skill definition__1740130779945.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002371 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002371 Participant worksheet__1740130718525.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,628,Perform Blow by Test Workorder 3,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002371 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002371 Skill definition__1740130779945.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002371 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002371 Participant worksheet__1740130718525.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,629,Perform Boost pressure Test Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002373 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002373 Skill definition__1740130734741.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002373 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002373 Participant worksheet__1740130760896.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,630,Perform Boost pressure Test Workorder 2,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002373 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002373 Skill definition__1740130734741.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002373 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002373 Participant worksheet__1740130760896.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,631,Perform Boost pressure Test Workorder 3,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002373 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002373 Skill definition__1740130734741.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002373 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002373 Participant worksheet__1740130760896.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,632,Remove/Inspect/Replace Thermostat Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002384 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002384 Skill definition__1740130728084.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002384 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002384 Participant worksheet__1740130460732.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,635,Remove/Inspect/Rebuild/Replace Water pump Workorder1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002385 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002385 Skill definition__1740130594769.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002385 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002385 Participant worksheet__1740130823090.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,638,Perform Injection Actuation pressure Test  Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002402 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002402 Skill definition__1740130456923.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002402 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002402 Participant worksheet__1740130634589.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,641,Perform HEUI Injector Trim Calibration Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002400 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002400 Skill definition__1740130592154.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002400 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002400 Participant worksheet__1740130630409.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,644,Perform MEUI Injector Trim Calibration Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002396 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002396 Skill definition__1740130542385.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002396 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002396 Participant worksheet__1740130622500.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,647,Perform Injector solenoid test/ cylinder cut out test Workorder 1,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002398 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002398 Skill definition__1740130713997.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002398 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002398 Participant worksheet__1740130540192.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,648,Perform Injector solenoid test/ cylinder cut out test Workorder 2,713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002398 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002398 Skill definition__1740130713997.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002398 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002398 Participant worksheet__1740130540192.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,650,"Cylinder head removal, replace the gasket and torquing procedure Workorder 1",713,Diesel Engine Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002406 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002406 Skill definition__1740130476545.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002406 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002406 Participant worksheet__1740130769429.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,655,Speed sensor Test Workorder 1,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002037 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002037 Skill definition__1740130621474.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002037 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002037 Participant worksheet__1740130730832.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,658,Basic navigation and reports Download in ET Workorder 1,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002042 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002042 Skill definition__1740130556113.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002042 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002042 Participant worksheet__1740130873758.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,659,Basic navigation and reports Download in ET Workorder 2,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002042 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002042 Skill definition__1740130556113.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002042 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002042 Participant worksheet__1740130873758.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,660,Basic navigation and reports Download in ET Workorder 3,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002042 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002042 Skill definition__1740130556113.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002042 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002042 Participant worksheet__1740130873758.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,661,Service task in connectors Workorder 1,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017682 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017682 Skill definition__1740130464369.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017682 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017682 Participant worksheet__1740130521118.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,662,Service task in connectors Workorder 2,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017682 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017682 Skill definition__1740130464369.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017682 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017682 Participant worksheet__1740130521118.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,663,Service task in connectors Workorder 3,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017682 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017682 Skill definition__1740130464369.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017682 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017682 Participant worksheet__1740130521118.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,664,Navigating and Interpreting Schematics Workorder 1,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017683 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017683 Skill definition__1740130459399.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017683 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017683 Participant worksheet__1740130696742.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,665,Navigating and Interpreting Schematics Workorder 2,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017683 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017683 Skill definition__1740130459399.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017683 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017683 Participant worksheet__1740130696742.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
